4487496,48.8061224,263.27551
4487753,48.8061224,263.27551
4488267,48.1153846,263.75641
4488525,47.9655172,263.678161
4489040,48.2065217,263.782609
4489556,48.1326531,264.112245
4489813,48.1326531,264.112245
4490328,48.1326531,264.112245
4490592,48.1326531,264.112245
4491101,47.9587629,264.072165
4491355,47.4444444,263.155556
4491872,47.3039216,263.058824
4492133,47.2380952,262.980952
4492644,47.1515152,262.949495
4493161,47.3269231,262.923077
4493416,47.7070707,263
4493931,47.7204301,262.924731
4494193,47.5113636,263.363636
4494702,47.4698795,263.554217
4494962,47.5869565,264
4495478,47.627907,264.162791
4495735,47.627907,264.162791
4496249,47.6777778,263.933333
4496762,47.8118812,263.663366
4497021,47.7142857,263.120879
4497537,48.1630435,262.597826
4497793,48.3536585,262.219512
4498314,48.1847826,261.521739
4498565,48.4615385,261.567308
4499082,48.1891892,261.837838
4499337,48.2086957,261.730435
4499854,48.754902,261.568627
4500369,49.2407407,261.75
4500625,49.3302752,261.779817
4501140,48.3539823,262.150442
4501396,48.6985294,262.779412
4501912,48.3103448,262.672414
4502168,48.6166667,262.766667
4502683,48.6166667,262.766667
4502945,48.6166667,262.766667
4503457,48.0574713,261.931034
4503716,48.1022727,261.772727
4504234,48.1827957,261.774194
4504744,47.7466667,262.066667
4505003,47.7051282,262.141026
4505516,47.43,262.79
4505776,47.8709677,262.870968
4506290,47.8709677,262.870968
4506545,47.7826087,262.98913
4507064,47.7314815,262.990741
4507318,47.5841584,263.049505
4507837,47.5841584,263.049505
4508349,47.5841584,263.049505
4508608,47.8240741,262.962963
4509121,47.8240741,262.962963
4509378,46.8222222,263.322222
4509896,47.1034483,263.022989
4510150,47.1034483,263.022989
4510664,45.7076923,263.161538
4510926,45.9473684,263.078947
4511438,45.862069,263.086207
4511954,45.862069,263.086207
4512209,45.862069,263.086207
4512728,45.862069,263.086207
4512984,45.2288136,263.161017
4513499,45.4554455,262.891089
4513757,45.008547,263.017094
4514270,44.7578125,263.09375
4514528,44.5661765,263.176471
4515045,44.5661765,263.176471
4515556,47.52,261.33
4515818,47.3398058,261.349515
4516332,47.3398058,261.349515
4516589,47.3398058,261.349515
4517102,47.3398058,261.349515
4517361,46.5955056,262.168539
4517876,46.5955056,262.168539
4518133,46.9375,261.633929
4518647,46.9122807,261.719298
4519166,46.9051724,261.732759
4519418,46.8461538,261.752137
4519936,46.6754386,261.438596
4520193,46.9345794,261.383178
4520709,46.9345794,261.383178
4520963,46.8165138,261.440367
4521479,47.2045455,262.102273
4521738,47.2045455,262.102273
4522252,47.0229885,262.114943
4522765,46.6851852,261.62963
4523025,46.5603448,261.448276
4523538,47.1,261.24
4523799,48.2197802,261.054945
4524310,48.573913,261.191304
4524571,49.326087,260.554348
4525086,49.7155963,261.06422
4525345,50.3552632,260.802632
4525857,49.648,260.576
4526370,50.75,259.895833
4526629,50.75,259.895833
4527145,49.9694656,260.312977
4527400,51.9733333,258.706667
4527917,51.9387755,258.55102
4528173,52.358209,258.686567
4528690,52.13,258.6
4528945,52.1717172,258.656566
4529460,52.1340206,258.649485
4529716,52.1340206,258.649485
4530232,52.2048193,258.843373
4530748,52.0123457,258.716049
4531005,52.1176471,258.717647
4531519,51.9787234,258.37234
4531776,52.2409639,258.566265
4532291,52.3076923,258.730769
4532552,51.7326733,258.207921
4533064,51.7529412,258.894118
4533325,52.0769231,259.525641
4533840,52.0769231,259.525641
4534352,51.6944444,259.388889
4534611,51.2297297,259.918919
4535123,51.1285714,260.157143
4535387,51.0232558,259.860465
4535898,50.9342105,259.907895
4536156,50.9342105,259.907895
4536670,50.915493,260.28169
4536926,50.8219178,260.383562
4537442,50.7761194,260.776119
4537957,50.734375,260.921875
4538215,50.75,261.222222
4538729,49.7590361,261.843373
4538986,49.0677966,262.050847
4539502,47.3181818,262.5
4539758,47.5929204,262.469027
4540272,47.6226415,262.415094
4540532,46.222973,263.040541
4541045,46.704918,263.122951
4541562,47.5809524,263.209524
4541817,47.1442308,263.269231
4542334,46.4368932,263.61165
4542591,46.4368932,263.61165
4543106,46.9340659,263.450549
4543365,46.3863636,263.606061
4543877,47.41,262.98
4544137,47.0980392,263.156863
4544654,47.0980392,263.156863
4545164,47.6868687,262.89899
4545423,47.2840909,262.625
4545939,46.75,262.6875
4546197,46.9347826,262.836957
4546712,47.7777778,261.066667
4546967,47.7553191,260.93617
4547483,48.0105263,260.210526
4547741,48.2755102,260.142857
4548255,47.9711538,260.019231
4548770,47.9711538,260.019231
4549027,48.06,259.85
4549545,48.0194175,260.145631
4549799,47.7672414,260.62069
4550315,47.6722689,260.747899
4550571,48.1030928,260.752577
4551086,47.4380952,260.971429
4551346,47.7857143,261.153061
4551859,47.4301075,261.172043
4552117,47.2361111,261.5
4552637,47.0789474,261.973684
4553146,46.5853659,262.47561
4553407,46.5301205,262.506024
4553917,47.0111111,262.566667
4554178,47.4021739,263.043478
4554691,47.2178218,263.445545
4554956,47.2178218,263.445545
4555463,47.25,263.57
4555722,46.7413793,263.362069
4556240,46.7413793,263.362069
4556753,47.3473684,263.094737
4557008,46.8823529,263.336134
4557524,47.8558559,263.081081
4557780,48.0088496,263.106195
4558298,48.2022472,262.269663
4558552,48.4891304,262.23913
4559068,48.4891304,262.23913
4559324,48.4891304,262.23913
4559840,48.6862745,262.245098
4560354,48.8969072,261.845361
4560612,48.9272727,261.972727
4561128,49.1153846,262.403846
4561390,48.9351852,262.37037
4561899,48.9351852,262.37037
4562163,48.7126437,262.517241
4562670,47.9207921,262.663366
4562931,47.9207921,262.663366
4563445,47.9196429,262.241071
4563963,48.25,261.59375
4564218,48.13,261.45
4564730,47.8596491,261.885965
4564989,47.8596491,261.885965
4565506,47.7560976,262.426829
4565765,47.5181818,262.790909
4566277,47.3010753,263.075269
4566534,47.2166667,263.208333
4567049,46.9431818,263.329545
4567565,46.9431818,263.329545
4567822,46.9210526,263.298246
4568339,47.0795455,263.204545
4568593,47.3548387,263.086022
4569108,47.3548387,263.086022
4569365,47.164557,263.329114
4569880,47.5813953,263.255814
4570140,47.5813953,263.255814
4570652,47.3255814,263.267442
4571169,47.3684211,263.473684
4571424,47.3684211,263.473684
4571941,47.4326923,263.355769
4572206,47.4711538,263.384615
4572712,47.74,263.33
4572970,47.6382979,263.265957
4573494,47.516129,263.225806
4573743,47.375,263.135417
4574260,47.7446809,263.106383
4574770,47.6442308,263.307692
4575033,47.7978723,263.202128
4575545,48.1649485,263.587629
4575802,48.212766,263.446809
4576317,48.1354167,263.489583
4576576,48.1354167,263.489583
4577090,48.3908046,263.057471
4577347,48.2527473,263.175824
4577861,48.4615385,263.274725
4578120,49.0967742,263.193548
4578635,48.5794393,263.429907
4579149,48.2622951,263.483607
4579406,47.7123288,263.143836
4579921,48.1833333,262.175
4580178,48.7307692,261.951923
4580694,48.7962963,261.768519
4580952,48.7943925,261.813084
4581465,50.9649123,260.438596
4581724,50.9508197,260.704918
4582242,51.76,260.733333
4582754,51.76,260.733333
4583013,51.8701299,260.805195
4583525,51.9487179,260.833333
4583791,52.4363636,260.954545
4584300,52.6666667,260.034483
4584557,52.5243902,259.865854
4585071,52.5243902,259.865854
4585329,52.6352941,260.058824
4585846,52.7631579,260.157895
4586359,52.3125,260.802083
4586615,52.3369565,260.815217
4587133,52.4044944,260.764045
4587387,52.6034483,260.603448
4587902,52.8679245,260.358491
4588165,52.3666667,260.4
4588675,51.7586207,259.844828
4588930,51.7586207,259.844828
4589447,51.6833333,259.783333
4589962,51.3098592,259.323944
4590218,51.5211268,259.43662
4590746,52.3461538,258.538462
4590994,52.7962963,258.259259
4591505,52.2840909,258.045455
4591767,53.1214953,257.364486
4592277,53.3564356,256.871287
4592539,53.7387387,256.342342
4593052,55.7333333,253.826667
4593569,58.5263158,251.434211
4593824,58.9027778,251.069444
4594341,60.4520548,249.575342
4594597,60.8953488,249.174419
4595115,63.1836735,248.214286
4595368,64.16,247.66
4595884,66.6,246.74
4596142,67.3333333,246.561905
4596657,69.8571429,245.064935
