,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.018995542350504418,0.05873182220281133,0.30860992086090017,0.3756070754917351,0.22912235517050386,0.2808449541927456,0.4792599636803698,0.4689806509329412,0.16155512279091494,0.10786962459520168,0.5135942264712822,0.5766281367456835,0.39805065286084046,0.39283180411043783,0.5261465523561364,0.7186578194731557,0.8961700829773359,0.1655276226618464,0.24522270333586205,0.22212893803809092,0.24774474728264229,0.2795148475286975,0.13745051775203637,0.07636948025884767,0.23946545203626554,0.3253667165490993,0.36220001176402605,0.258957679510294,0.19508954873673925,0.27274804464363467,0.08011661991318943,0.06175378595186603,0.15300405475158038,0.24437841196903942,0.1858309763280674,0.16866586317884877,0.13105722746831902,0.3130736663138106,0.35377231212306665,0.19707347232234584
1,0.05126427037897009,0.02433137879384579,0.30825698602453017,0.38787788449457417,0.28701451015472457,0.34287183395416165,0.49444309338526177,0.5009604906378772,0.1824236129740263,0.14656591522760629,0.561335243827503,0.59632960573818,0.4249830009574733,0.43639236089777445,0.5083618266985742,0.7392985115971997,0.9106878402653851,0.21119471653676924,0.17792403402171383,0.1643440862336208,0.31258194970116543,0.3470104873534769,0.19602670710312903,0.10157961162806667,0.2930299952850444,0.3795983440490349,0.3356115895142423,0.22687600708948122,0.2192080688474135,0.2909648451387635,0.08159188231605093,0.12064551624624173,0.2180022236272801,0.2740075811417121,0.143899592575697,0.15464422300108166,0.14774942906555982,0.3476038697897025,0.4138199504638717,0.20701299890598884
2,0.29802299771357066,0.29834277162958156,0.05735802200133626,0.12062530361496611,0.3675465372378249,0.3852439626024407,0.18761020771362272,0.24695584375228513,0.2764277202595073,0.22421968152982377,0.42838589763765766,0.2963743274971817,0.1690476605586437,0.26554106963940327,0.25708163688941493,0.44604681012528496,0.616496460059897,0.30985955511378543,0.38106075249557037,0.30181251289454575,0.48488378715703057,0.4536764035171032,0.4084491312339257,0.35512195976331945,0.27684510921223604,0.3107567834835215,0.1372073884385222,0.16369502450061113,0.13641518712118395,0.15710311190138584,0.26886015567195287,0.3127797015546219,0.37714660607131245,0.2724872203599802,0.27374180451888275,0.22907361371044718,0.4046376931046342,0.17975327124118165,0.3820674605300984,0.4663635359261923
3,0.3733652366124411,0.38674781903616173,0.1360109658504365,0.03160087555904858,0.3517275093581853,0.3636075430363184,0.12738805915775256,0.18777712636407026,0.28486195373301654,0.26854007649684225,0.4359410112687035,0.25371658901987604,0.09331855278836991,0.1945951350460385,0.34038870965798385,0.41712904652288735,0.6029492582437918,0.31124130970750624,0.47774020622521424,0.38575440797993643,0.515501298862233,0.4564129841272425,0.46759322675839454,0.4427109729526771,0.2543765923345368,0.2693225536344063,0.24949975287262294,0.2472336864191516,0.18421148642510532,0.11881105355009326,0.3258795540652658,0.36136976288335493,0.4045594357771739,0.23897499924664423,0.3359543266848947,0.27252940407694537,0.49878447361114187,0.1277255514314073,0.38842242862687393,0.5667647818860212
4,0.2296229345337816,0.2892640961463906,0.37612745112942253,0.35411078585124767,0.0184097172080855,0.07867560562691865,0.4595308924201078,0.40545995506539545,0.1580787682340609,0.1656483201112979,0.4647064533601881,0.5494833686065325,0.34502807322185447,0.27190459533051836,0.6410667720692653,0.6954301835257541,0.8938145507399476,0.07622727928247446,0.46468787797801986,0.4079924759440545,0.19517926734475055,0.12813686480274167,0.21553817145332974,0.2822431310093284,0.09237754879941909,0.1682580516900141,0.4979185809872412,0.39285350668820923,0.2300846893426438,0.23809846080262528,0.21873037225140435,0.15064789666286826,0.10256730898635377,0.1443836275889107,0.33496513183490617,0.26315329541555244,0.33276076690001094,0.23851213175883848,0.268402942371471,0.39669968771519876
5,0.275205154068055,0.3399136193293926,0.3884421598065659,0.3606517839393574,0.06195524691249802,0.04595180818431425,0.44515207205114576,0.3702875259350098,0.22625271829300211,0.20428271982903062,0.401426068856325,0.5203116207750257,0.3267830500816538,0.2337760601405197,0.645392839318325,0.6568632418116782,0.8556766742110412,0.14185526083787756,0.526646332423601,0.46910765492184525,0.1862935366924766,0.09637293082052076,0.23268710221329705,0.3140382571018237,0.08519608681873451,0.12374142703208892,0.5206365399943229,0.43601309872636995,0.24408723186930523,0.2642055004629582,0.27979243065037535,0.1972049330736856,0.13146578213286234,0.19231362770698943,0.39843567794214846,0.3232562662992066,0.35947719637648157,0.22842946138963138,0.2042058535733063,0.4202575114622994
6,0.4762410305743059,0.4922389629288704,0.1970211664171507,0.12325595135525656,0.45611592111419536,0.4455807478489412,0.036259505064487864,0.11557072579551445,0.419980410674503,0.3750267813804032,0.3782727869837537,0.12124799659283528,0.09349182716068401,0.2153728668864574,0.29572188760904694,0.2757332897409233,0.46120012432733093,0.431432180951586,0.5894376809100651,0.5036030904165423,0.5924523185303592,0.5315451487812126,0.5508094941911903,0.5291642752102719,0.3446739694140366,0.32586848965154064,0.28863454028153773,0.35258126679919477,0.27607607247060933,0.2503272925518012,0.4483807465198665,0.46676462282489795,0.49942855746090786,0.36903858537438655,0.4644947479311207,0.40522454137754454,0.5782372864772735,0.20307363254926034,0.4018120686005451,0.640341044119623
7,0.4655239378377089,0.4985643428198191,0.25265329936929004,0.18639200106964246,0.401746964554539,0.3706742745799093,0.11813779783645907,0.04225960840469956,0.4201025131270151,0.35983217451771754,0.26592945757240977,0.1440890495521258,0.081872101194994,0.12547171825357398,0.39234927624206495,0.27813656661549496,0.47722682984250714,0.40356920214962766,0.6351883538881318,0.554083627169287,0.5188297256365723,0.44925224025280225,0.5015978760070575,0.5079895177653162,0.2876983585418062,0.2414018934437792,0.37738822400055005,0.4176235321138816,0.2712584395736462,0.2679831128256879,0.4547444425570482,0.4395182954822379,0.4466580312016569,0.3581888012615537,0.505402680376478,0.43428393877885346,0.5540287450374506,0.1717101229973815,0.2940312495969657,0.6145300212306385
8,0.16537411246856873,0.18796098905409564,0.2876796029021279,0.2880214208062228,0.16087485556219108,0.2362892744757793,0.4237883944074474,0.4244151111884722,0.007776894471888616,0.10649375842161471,0.5515564850766839,0.5393801870584944,0.33498007282338993,0.32571183223429895,0.5486320672225973,0.6990363314348781,0.8890066853078646,0.0700182853512425,0.3079980281255994,0.23864751162896536,0.3213724402528039,0.29357369846128856,0.2669438436523489,0.2550087065612811,0.17478586417179853,0.26891032242565227,0.3759345351027261,0.23855034635232245,0.17970696320249183,0.15846583037793086,0.08920484310521502,0.13373089782586903,0.1934715638702553,0.0877668866812788,0.16130890661337682,0.0923878182025828,0.31537158579353924,0.24073268701785927,0.3875041518996154,0.38502102272935756
9,0.09995971350420518,0.14420041074074705,0.23331210787124745,0.2680061730415494,0.16209897567613188,0.20826438112279855,0.37590829150064164,0.3609551310883091,0.1011072809803653,0.035807195163808044,0.4449418040067714,0.4770923348276694,0.28511524758278267,0.2776193315266544,0.48121987178713194,0.6262357955539354,0.812645437884724,0.09786996816938905,0.3146300065239523,0.25643883108743687,0.2615326848599426,0.24696480178820834,0.18923996136022356,0.17326162699544342,0.13484873772112013,0.22238493415629534,0.32591710623266273,0.22995165755221011,0.1028927865181477,0.16333589057619546,0.09076140302261562,0.07626066511540959,0.1437996119816882,0.14787446915799513,0.19821599970779807,0.13675532022249356,0.23208701932115175,0.19756674371328892,0.29107893396965295,0.3023759765151916
